page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
78	2	1206	i	558	4.96	8.00	11.66	33	9.430	1.330	1	63	1764	698
78	2	1239	t	595	4.88	8.00	12.81	33	1.799	1.394	1	64	1797	698
78	2	1272	c	602	4.84	8.00	10.00	36	1.240	1.092	0	31	1830	698
78	2	1308	o	579	4.49	7.21	10.00	37	12.732	1.224	1	61	1866	698
78	2	1345	i	563	4.93	8.00	12.00	34	9.514	1.330	1	63	1903	698
78	2	1379	n	723	5.04	8.25	12.00	40	1.634	1.271	1	61	1937	698
78	2	1419	.	238	6.40	12.00	16.12	23	1.460	1.200	1	7	1977	698
78	3	0	L	307	4.48	7.21	8.94	15	0.440	1.000	0	3	558	817
78	3	15	o	47	4.06	7.21	8.94	9	1.034	1.224	1	61	573	817
78	3	24	v	622	5.54	10.00	14.00	34	1.472	1.342	1	17	582	817
78	3	58	e	779	7.04	14.00	19.70	34	1.632	2.257	1	98	616	817
78	3	117	o	608	4.60	7.21	8.49	33	13.370	1.224	1	61	675	817
78	3	150	p	882	4.96	8.25	11.66	41	1.606	1.458	1	16	708	817
78	3	191	e	434	3.59	6.23	8.49	38	0.909	1.004	0	98	749	817
78	3	229	n	751	5.13	8.49	12.00	42	1.697	1.308	1	61	787	817
78	3	271	s	773	5.18	8.25	10.77	36	1.356	1.339	1	43	829	817
78	3	331	u	760	5.15	8.25	12.17	41	1.395	1.374	1	12	889	817
78	3	372	p	863	5.00	8.25	12.00	39	1.572	1.458	1	16	930	817
78	3	435	t	602	4.95	8.00	12.81	32	1.820	1.394	1	64	993	817
78	3	467	h	820	4.82	8.00	12.65	44	1.784	1.468	1	31	1025	817
78	3	511	e	448	3.60	6.32	8.49	34	0.938	1.020	0	98	1069	817
78	3	570	c	614	4.89	8.00	10.00	36	1.265	1.092	0	31	1128	817
78	3	606	o	598	4.64	7.45	8.94	34	13.150	1.265	1	61	1164	817
78	3	640	l	589	4.90	8.00	11.66	33	1.130	1.068	0	26	1198	817
78	3	673	l	589	4.88	8.00	11.31	35	1.130	1.068	0	26	1231	817
78	3	708	e	419	3.51	6.32	8.94	36	0.878	1.020	0	98	1266	817
78	3	744	c	612	4.89	8.00	10.00	37	1.260	1.092	0	31	1302	817
78	3	781	t	596	4.96	8.00	12.81	34	1.802	1.394	1	64	1339	817
78	3	815	i	533	4.98	8.00	11.31	26	9.007	1.330	1	63	1373	817
78	3	841	v	669	5.24	8.94	12.65	42	1.583	1.200	1	17	1399	817
78	3	883	e	433	3.46	6.00	8.49	33	0.907	0.967	0	98	1441	817
78	3	941	u	729	5.06	8.25	11.66	44	1.338	1.374	1	12	1499	817
78	3	985	n	721	5.03	8.49	12.00	41	1.629	1.308	1	61	1543	817
78	3	1026	c	609	4.87	8.00	10.00	37	1.254	1.092	0	31	1584	817
78	3	1063	o	585	4.53	7.21	8.94	37	12.864	1.224	1	61	1621	817
78	3	1100	n	733	5.10	8.44	12.65	39	1.656	1.301	1	61	1658	817
78	3	1139	s	740	5.04	8.25	10.77	36	1.298	1.339	1	43	1697	817
78	3	1175	c	598	4.80	8.00	10.00	36	1.232	1.092	0	31	1733	817
78	3	1211	i	568	5.00	8.00	12.00	33	9.599	1.330	1	63	1769	817
78	3	1244	o	581	4.53	7.21	8.49	36	12.776	1.224	1	61	1802	817
78	3	1280	u	712	4.98	8.25	12.00	42	1.307	1.374	1	12	1838	817
78	3	1322	s	727	4.91	8.25	10.77	34	1.275	1.339	1	43	1880	817
78	3	1382	a	714	4.68	8.00	11.66	37	1.448	1.397	1	46	1940	817
78	3	1419	n	737	5.15	8.49	12.00	39	1.665	1.308	1	61	1977	817
78	3	1458	d	762	4.70	8.00	12.00	41	1.478	1.456	1	18	2016	817
78	4	0	o	359	5.19	8.49	12.00	20	7.894	1.441	1	61	558	921
78	4	20	u	575	5.57	10.00	12.81	27	1.055	1.667	1	12	578	921
78	4	47	r	89	5.10	8.94	11.31	8	0.228	1.446	1	47	605	921
78	4	80	j	686	4.92	8.25	12.00	34	1.000	1.000	0	1	638	921
78	4	114	o	604	4.60	7.21	10.00	34	13.282	1.224	1	61	672	921
78	4	148	i	565	4.92	8.00	11.31	33	9.548	1.330	1	63	706	921
78	4	181	n	736	5.08	8.49	12.00	39	1.663	1.308	1	61	739	921
78	4	220	t	610	5.00	8.25	14.14	34	1.844	1.437	1	64	778	921
78	4	277	i	581	5.06	8.25	12.00	30	9.818	1.371	1	63	835	921
78	4	307	n	744	5.17	8.49	12.81	40	1.681	1.308	1	61	865	921
78	4	347	n	748	5.12	8.49	12.00	41	1.690	1.308	1	61	905	921
78	4	388	e	423	3.55	6.32	8.49	37	0.886	1.020	0	98	946	921
78	4	425	r	645	5.46	10.00	12.65	37	1.655	1.616	1	47	983	921
78	4	488	c	624	4.96	8.25	10.00	34	1.285	1.125	1	31	1046	921
78	4	522	o	590	4.57	7.21	10.00	37	12.974	1.224	1	61	1080	921
78	4	559	s	750	5.10	8.25	10.20	35	1.315	1.339	1	43	1117	921
78	4	594	m	933	4.91	8.00	11.31	47	1.100	1.223	1	18	1152	921
78	4	641	i	570	4.95	8.00	11.31	32	9.632	1.330	1	63	1199	921
78	4	673	c	619	4.98	8.25	10.00	31	1.275	1.125	1	31	1231	921
78	4	726	b	747	4.75	8.00	10.20	41	1.135	1.191	1	11	1284	921
78	4	767	e	416	3.45	6.16	8.25	36	0.871	0.994	0	98	1325	921
78	4	803	i	563	4.92	8.00	12.00	33	9.514	1.330	1	63	1361	921
78	4	836	n	719	4.99	8.25	12.00	39	1.625	1.271	1	61	1394	921
78	4	875	g	977	5.22	8.94	15.23	42	1.455	1.691	1	14	1433	921
78	4	917	.	239	6.47	12.00	16.12	22	1.466	1.200	1	7	1475	921
78	4	963	T	843	4.93	8.00	11.31	39	1.063	1.000	0	5	1521	921
78	4	1002	h	821	4.75	8.00	11.31	44	1.786	1.468	1	31	1560	921
78	4	1046	e	434	3.57	6.32	8.49	34	0.909	1.020	0	98	1604	921
78	4	1105	e	436	3.49	6.32	8.49	35	0.913	1.020	0	98	1663	921
78	4	1140	c	609	4.85	8.00	10.00	38	1.254	1.092	0	31	1698	921
78	4	1178	o	595	4.56	7.21	8.94	37	13.084	1.224	1	61	1736	921
78	4	1215	n	728	5.04	8.25	12.00	41	1.645	1.271	1	61	1773	921
78	4	1256	o	589	4.55	7.21	8.49	35	12.952	1.224	1	61	1814	921
78	4	1291	m	912	4.81	8.00	11.66	47	1.076	1.223	1	18	1849	921
78	4	1338	y	778	5.07	8.49	13.42	42	1.321	1.356	1	19	1896	921
78	4	1405	o	594	4.62	7.21	8.94	32	13.062	1.224	1	61	1963	921
78	4	1437	f	669	4.70	8.00	12.81	36	1.142	1.349	1	19	1995	921
78	5	0	l	238	4.37	7.21	8.94	13	0.457	0.963	0	26	558	1032
78	5	13	o	44	4.20	7.21	8.94	6	0.968	1.224	1	61	571	1032
78	5	19	v	614	5.44	8.94	13.42	34	1.453	1.200	1	17	577	1032
78	5	53	e	452	3.56	6.32	8.94	34	0.947	1.020	0	98	611	1032
78	5	112	i	565	4.94	8.00	11.66	30	9.548	1.330	1	63	670	1032
78	5	142	s	759	5.13	8.25	10.77	33	1.331	1.339	1	43	700	1032
78	5	199	i	576	4.91	8.00	11.31	31	9.734	1.330	1	63	757	1032
78	5	230	n	734	5.10	8.49	12.00	39	1.658	1.308	1	61	788	1032
78	5	269	f	1008	5.07	8.00	12.81	40	1.721	1.349	1	19	827	1032
78	5	309	i	64	4.09	6.23	8.00	12	1.082	1.035	0	63	867	1032
78	5	321	n	758	5.22	8.49	12.81	38	1.713	1.308	1	61	879	1032
78	5	359	i	573	5.02	8.25	11.31	32	9.683	1.371	1	63	917	1032
78	5	391	t	610	5.09	8.25	14.14	33	1.844	1.437	1	64	949	1032
78	5	424	e	435	3.63	6.86	10.00	36	0.911	1.105	0	98	982	1032
78	5	460	l	593	4.89	8.00	11.31	35	1.138	1.068	0	26	1018	1032
78	5	495	y	762	5.08	8.49	12.17	39	1.293	1.356	1	19	1053	1032
78	5	559	m	934	4.88	8.25	12.00	45	1.102	1.261	1	18	1117	1032
78	5	604	o	594	4.58	7.21	10.00	35	13.062	1.224	1	61	1162	1032
78	5	639	r	635	5.40	8.94	12.65	39	1.629	1.446	1	47	1197	1032
78	5	678	e	412	3.49	6.00	8.49	35	0.863	0.967	0	98	1236	1032
78	5	738	e	762	6.91	13.94	18.44	32	1.596	2.248	1	98	1296	1032
78	5	770	f	685	4.92	8.25	12.81	38	1.170	1.391	1	19	1328	1032
78	5	808	f	1001	4.97	8.00	12.81	39	1.709	1.349	1	19	1366	1032
78	5	847	i	45	3.55	6.00	6.32	9	0.760	0.997	0	63	1405	1032
78	5	856	c	600	4.83	8.00	10.00	35	1.236	1.092	0	31	1414	1032
78	5	891	i	581	5.11	8.25	12.00	33	9.818	1.371	1	63	1449	1032
78	5	924	e	427	3.50	6.32	8.49	36	0.894	1.020	0	98	1482	1032
78	5	960	n	720	5.00	8.25	12.65	40	1.627	1.271	1	61	1518	1032
78	5	1000	t	594	4.95	8.00	12.81	33	1.796	1.394	1	64	1558	1032
78	5	1056	t	587	4.89	8.00	12.81	32	1.775	1.394	1	64	1614	1032
78	5	1088	h	812	4.77	8.00	10.77	44	1.766	1.468	1	31	1646	1032
78	5	1132	a	699	4.56	7.21	10.20	41	1.418	1.259	1	46	1690	1032
78	5	1173	n	707	4.96	8.25	12.00	39	1.597	1.271	1	61	1731	1032
78	5	1237	h	812	4.82	8.00	12.00	44	1.766	1.468	1	31	1795	1032
78	5	1281	a	709	4.53	7.21	10.77	38	1.438	1.259	1	46	1839	1032
78	5	1319	t	566	4.91	8.00	12.81	32	1.711	1.394	1	64	1877	1032
78	5	1351	e	441	3.47	6.32	8.49	34	0.924	1.020	0	98	1909	1032
78	5	1411	a	689	4.45	7.21	10.20	37	1.397	1.259	1	46	1969	1032
78	5	1448	n	716	5.04	8.25	12.65	40	1.618	1.271	1	61	2006	1032
78	5	1488	d	764	4.76	8.00	12.00	40	1.482	1.456	1	18	2046	1032
78	5	1552	w	774	5.45	10.00	12.81	45	1.187	1.604	1	10	2110	1032
78	5	1597	a	697	4.59	7.53	11.31	39	1.414	1.314	1	46	2155	1032
78	5	1636	r	621	5.31	8.94	12.17	36	1.593	1.446	1	47	2194	1032
78	5	1672	.	240	6.25	12.00	16.12	20	1.472	1.200	1	7	2230	1032
78	6	397	I	430	3.63	6.00	8.49	29	1.000	0.750	0	6	955	1252
78	6	451	l	454	3.79	6.00	8.49	34	0.871	0.801	0	26	1009	1252
78	6	485	i	382	3.71	6.00	8.49	33	6.455	0.997	0	63	1043	1252
78	6	518	s	593	4.03	6.32	10.00	36	1.040	1.027	0	43	1076	1252
78	6	554	t	434	3.74	6.00	10.00	33	1.312	1.045	0	64	1112	1252
78	6	587	e	562	3.87	6.00	10.00	38	1.177	0.967	0	98	1145	1252
78	6	625	n	498	3.79	6.32	10.00	41	1.125	0.975	0	61	1183	1252
78	6	690	t	423	3.66	6.00	10.00	33	1.279	1.045	0	64	1248	1252
78	6	723	o	482	3.67	6.00	8.00	35	10.599	1.019	0	61	1281	1252
78	6	782	t	431	3.71	6.00	10.00	33	1.303	1.045	0	64	1340	1252
78	6	815	h	530	3.34	5.66	8.00	46	1.153	1.038	0	31	1373	1252
78	6	861	e	532	3.77	6.00	10.00	35	1.114	0.967	0	98	1419	1252
78	6	896	s	601	4.04	6.32	10.00	35	1.054	1.027	0	43	1454	1252
78	6	931	e	523	3.66	6.00	10.00	38	1.095	0.967	0	98	1489	1252
78	6	996	e	520	3.66	6.00	10.00	35	1.089	0.967	0	98	1554	1252
78	6	1031	g	669	3.26	4.47	8.00	39	0.996	0.845	0	14	1589	1252
78	6	1070	g	682	3.26	5.66	8.00	40	1.015	1.069	0	14	1628	1252
78	6	1110	h	542	3.35	5.66	8.00	45	1.179	1.038	0	31	1668	1252
78	6	1155	e	535	3.74	6.00	10.00	38	1.121	0.967	0	98	1713	1252
78	6	1193	a	540	3.45	5.66	8.00	40	1.095	0.988	0	46	1751	1252
78	6	1233	d	506	3.31	5.66	8.25	41	0.982	1.030	0	18	1791	1252
78	6	1274	s	573	3.87	6.00	10.00	36	1.005	0.974	0	43	1832	1252
78	6	1339	—	334	4.53	8.00	8.94	46	0.937	1.000	0	2	1897	1252
78	6	1414	M	1272	5.11	8.49	12.81	48	1.865	1.200	0	2	1972	1252
78	6	1462	i	664	5.19	8.25	12.00	38	11.221	1.371	1	63	2020	1252
78	6	1500	c	705	5.14	8.49	11.31	39	1.452	1.158	1	31	2058	1252
78	6	1539	h	955	4.98	8.25	12.65	48	2.077	1.513	1	31	2097	1252
78	6	1587	a	810	4.72	8.00	11.31	44	1.643	1.397	1	46	2145	1252
78	6	1631	e	880	6.25	11.31	18.44	40	1.843	1.824	1	98	2189	1252
78	6	1671	l	671	5.05	8.00	12.00	38	1.288	1.068	0	26	2229	1252
78	6	1738	S	1081	4.99	8.25	12.65	42	1.196	1.031	0	3	2296	1252
78	6	1780	a	808	4.67	8.00	10.20	42	1.639	1.397	1	46	2338	1252
78	6	1822	y	890	5.25	8.94	13.42	44	1.511	1.429	1	19	2380	1252
78	6	1866	l	667	4.99	8.00	11.31	38	1.280	1.068	0	26	2424	1252
78	6	1904	o	656	4.62	7.21	10.00	37	14.425	1.224	1	61	2462	1252
78	6	1941	r	706	5.45	9.47	12.81	41	1.811	1.531	1	47	2499	1252
78	6	1982	,	366	6.48	12.00	16.12	19	1.258	1.181	1	7	2540	1252
78	6	2030	N	1029	4.63	8.00	12.65	46	1.063	1.000	0	2	2588	1252
78	6	2076	i	621	4.94	8.00	12.00	34	10.494	1.330	1	63	2634	1252
78	6	2110	c	675	4.96	8.25	10.20	35	1.390	1.125	1	31	2668	1252
78	6	2174	C	714	4.27	7.21	10.00	39	1.052	1.065	0	2	2732	1252
78	6	2213	a	775	4.54	7.21	10.77	41	1.572	1.259	1	46	2771	1252
78	6	2254	r	682	5.35	8.94	12.17	41	1.750	1.446	1	47	2812	1252
78	6	2295	t	654	5.03	8.25	13.42	36	1.977	1.437	1	64	2853	1252
78	6	2331	e	828	5.97	10.20	17.89	42	1.734	1.644	1	98	2889	1252
78	6	2373	r	695	5.38	8.94	12.81	40	1.783	1.446	1	47	2931	1252
78	6	2413	,	278	6.64	12.05	16.00	19	0.956	1.186	1	7	2971	1252
78	7	0	M	92	3.09	5.66	7.21	12	0.135	0.800	0	2	558	1357
78	7	12	a	885	5.09	8.25	12.00	43	1.795	1.440	1	46	570	1357
78	7	55	r	777	5.86	10.00	14.00	39	1.994	1.616	1	47	613	1357
78	7	94	t	730	5.38	8.94	14.42	38	2.207	1.558	1	64	652	1357
78	7	132	y	941	5.42	10.00	14.00	44	1.597	1.598	1	19	690	1357
78	7	203	B	1031	4.58	8.00	11.31	47	1.329	1.265	1	4	761	1357
78	7	250	e	515	3.86	7.21	10.00	41	1.079	1.163	0	98	808	1357
78	7	291	n	894	5.56	10.00	14.00	46	2.020	1.542	1	61	849	1357
78	7	337	t	741	5.55	10.00	15.62	35	2.240	1.742	1	64	895	1357
78	7	399	—	379	5.01	8.00	10.00	47	1.063	1.000	0	2	957	1357
78	7	618	w	598	3.94	6.32	10.77	42	0.917	1.015	0	10	1176	1357
78	7	660	h	551	3.40	5.66	8.00	47	1.198	1.038	0	31	1218	1357
78	7	707	o	477	3.63	5.66	8.00	34	10.489	0.961	0	61	1265	1357
78	7	792	s	589	4.00	6.32	10.00	31	1.033	1.027	0	43	1350	1357
78	7	823	p	602	3.53	5.66	8.49	40	1.096	1.000	0	16	1381	1357
78	7	863	e	528	3.75	6.00	10.00	36	1.106	0.967	0	98	1421	1357
78	7	899	n	486	3.73	6.00	10.00	42	1.098	0.925	0	61	1457	1357
78	7	941	d	512	3.37	5.66	8.00	41	0.993	1.030	0	18	1499	1357
78	7	1031	t	407	3.54	5.66	8.94	33	1.231	0.986	0	64	1589	1357
78	7	1064	h	532	3.34	5.66	8.49	44	1.157	1.038	0	31	1622	1357
78	7	1108	e	524	3.72	6.00	10.00	37	1.098	0.967	0	98	1666	1357
78	7	1145	i	349	3.49	6.00	8.49	33	5.898	0.997	0	63	1703	1357
78	7	1178	r	443	3.88	6.00	8.94	36	1.137	0.970	0	47	1736	1357
78	7	1263	d	483	3.26	5.66	8.25	38	0.937	1.030	0	18	1821	1357
78	7	1301	a	489	3.42	5.66	8.00	35	0.992	0.988	0	46	1859	1357
78	7	1336	y	628	3.80	6.32	10.00	43	1.066	1.011	0	19	1894	1357
78	7	1379	s	562	3.89	6.00	8.94	35	0.986	0.974	0	43	1937	1357
78	7	1466	p	583	3.43	5.66	8.25	37	1.062	1.000	0	16	2024	1357
78	7	1503	o	458	3.53	5.66	7.21	38	10.071	0.961	0	61	2061	1357
78	7	1541	u	512	3.66	6.00	8.25	46	0.940	1.000	0	12	2099	1357
78	7	1587	r	427	3.71	6.00	8.49	36	1.096	0.970	0	47	2145	1357
78	7	1623	i	329	3.38	5.66	8.00	35	5.560	0.940	0	63	2181	1357
78	7	1658	n	464	3.58	6.00	10.00	41	1.048	0.925	0	61	2216	1357
78	7	1699	g	635	3.11	4.47	7.21	41	0.945	0.845	0	14	2257	1357
78	7	1789	o	441	3.42	5.66	6.32	34	9.698	0.961	0	61	2347	1357
78	7	1823	v	422	3.75	6.00	10.00	39	0.999	0.805	0	17	2381	1357
78	7	1862	e	479	3.52	5.66	8.94	34	1.003	0.912	0	98	2420	1357
78	7	1896	r	411	3.67	6.00	8.00	37	1.055	0.970	0	47	2454	1357
78	7	1984	s	539	3.75	6.00	10.00	31	0.945	0.974	0	43	2542	1357
78	7	2015	p	533	3.27	5.66	8.00	40	0.971	1.000	0	16	2573	1357
78	7	2055	r	417	3.68	6.00	8.49	37	1.070	0.970	0	47	2613	1357
78	7	2092	e	480	3.53	5.69	8.94	38	1.005	0.918	0	98	2650	1357
78	7	2130	a	490	3.20	4.47	7.21	39	0.994	0.781	0	46	2688	1357
78	7	2169	d	472	3.20	4.47	8.25	41	0.916	0.814	0	18	2727	1357
78	7	2210	s	528	3.68	6.00	8.49	37	0.926	0.974	0	43	2768	1357
78	7	2247	h	441	3.01	4.47	7.21	43	0.959	0.821	0	31	2805	1357
78	7	2290	e	464	3.46	5.66	8.49	37	0.972	0.912	0	98	2848	1357
78	7	2327	e	473	3.48	5.66	8.94	37	0.991	0.912	0	98	2885	1357
78	7	2364	t	373	3.36	5.66	8.49	35	1.128	0.986	0	64	2922	1357
78	7	2399	s	526	3.75	6.00	8.94	34	0.922	0.974	0	43	2957	1357
78	8	4	a	268	3.78	6.00	8.94	17	0.544	1.048	0	46	562	1467
78	8	21	n	266	3.98	6.77	10.77	24	0.601	1.044	0	61	579	1467
78	8	45	d	558	3.53	5.66	8.25	38	1.082	1.030	0	18	603	1467
78	8	108	g	696	3.34	5.66	8.00	38	1.036	1.069	0	14	666	1467
78	8	146	a	570	3.56	6.00	8.00	40	1.156	1.048	0	46	704	1467
78	8	186	l	451	3.79	6.00	8.49	37	0.866	0.801	0	26	744	1467
78	8	223	l	466	3.89	6.00	8.49	36	0.894	0.801	0	26	781	1467
78	8	259	o	489	3.72	6.00	8.00	38	10.753	1.019	0	61	817	1467
78	8	297	n	518	3.82	6.32	10.00	39	1.170	0.975	0	61	855	1467
78	8	336	s	584	3.96	6.32	10.00	37	1.024	1.027	0	43	894	1467
78	8	398	o	482	3.63	5.66	7.21	34	10.599	0.961	0	61	956	1467
78	8	432	f	533	3.88	6.00	10.00	35	0.910	1.012	0	19	990	1467
78	8	493	i	369	3.63	6.00	8.49	27	6.236	0.997	0	63	1051	1467
78	8	520	c	426	3.53	5.66	7.21	35	0.877	0.772	0	31	1078	1467
78	8	555	e	529	3.74	6.00	10.00	36	1.108	0.967	0	98	1113	1467
78	8	591	d	527	3.42	5.66	8.25	42	1.022	1.030	0	18	1149	1467
78	8	657	e	526	3.74	6.00	8.94	36	1.102	0.967	0	98	1215	1467
78	8	693	s	580	3.90	6.32	10.00	34	1.017	1.027	0	43	1251	1467
78	8	727	p	480	3.39	5.66	8.00	37	0.874	1.000	0	16	1285	1467
78	8	764	r	445	3.83	6.00	8.49	39	1.142	0.970	0	47	1322	1467
78	8	803	e	519	3.72	6.00	10.00	38	1.087	0.967	0	98	1361	1467
78	8	841	s	572	3.90	6.00	10.00	38	1.003	0.974	0	43	1399	1467
78	8	879	s	576	3.93	6.32	10.00	36	1.010	1.027	0	43	1437	1467
78	8	915	o	464	3.58	5.66	7.21	36	10.203	0.961	0	61	1473	1467
78	8	951	.	162	5.52	10.00	14.00	21	0.994	1.000	0	7	1509	1467
78	8	1475	d	1157	6.02	10.00	15.62	50	2.244	1.820	1	18	2033	1467
78	8	1525	o	858	5.72	10.00	11.31	39	18.867	1.698	1	61	2083	1467
78	8	1564	n	1106	6.34	10.77	16.00	45	2.499	1.661	1	61	2122	1467
78	8	1609	'	431	6.89	12.17	17.09	27	1.556	1.217	0	3	2167	1467
78	8	1636	t	873	6.25	10.20	16.97	36	2.639	1.777	1	64	2194	1467
78	8	1694	l	883	6.06	10.00	14.00	39	1.695	1.335	1	26	2252	1467
78	8	1733	i	824	6.06	10.00	14.00	36	13.925	1.662	1	63	2291	1467
78	8	1769	e	567	4.24	8.25	11.31	39	1.188	1.329	1	98	2327	1467
78	8	1808	.	164	5.49	10.00	13.42	18	1.006	1.000	0	7	2366	1467
78	9	6	T	273	3.30	5.66	8.00	19	0.344	0.707	0	5	564	1576
78	9	25	h	254	3.50	5.66	8.00	25	0.552	1.038	0	31	583	1576
78	9	50	e	548	3.78	6.00	10.00	32	1.148	0.967	0	98	608	1576
78	9	121	e	541	3.80	6.00	10.00	35	1.133	0.967	0	98	679	1576
78	9	156	n	506	3.76	6.00	10.00	41	1.143	0.925	0	61	714	1576
78	9	197	e	540	3.82	6.00	10.00	36	1.131	0.967	0	98	755	1576
78	9	233	r	448	3.91	6.00	8.49	35	1.149	0.970	0	47	791	1576
78	9	268	g	678	3.29	5.66	8.00	40	1.009	1.069	0	14	826	1576
78	9	308	y	609	3.95	6.32	10.00	41	1.034	1.011	0	19	866	1576
78	9	387	i	369	3.53	6.00	8.00	28	6.236	0.997	0	63	945	1576
78	9	415	n	495	3.78	6.32	10.00	41	1.118	0.975	0	61	973	1576
78	9	456	d	540	3.45	5.66	8.49	40	1.047	1.030	0	18	1014	1576
78	9	496	u	554	3.89	6.00	10.00	44	1.017	1.000	0	12	1054	1576
