page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
77	3	697	i	456	4.22	7.21	10.00	34	16.537	1.256	1	40	1134	790
77	3	731	k	856	4.83	8.00	10.77	40	23.135	1.789	1	6	1168	790
77	3	771	e	653	4.43	7.21	11.31	35	12.477	1.150	1	42	1208	790
77	3	831	a	624	4.15	7.21	10.00	37	0.989	1.168	1	42	1268	790
77	3	868	p	755	4.29	7.21	10.00	39	1.421	1.189	1	11	1305	790
77	3	907	p	760	4.31	7.21	11.31	37	1.431	1.189	1	11	1344	790
77	3	970	h	600	4.01	7.21	10.00	46	6.259	1.214	1	22	1407	790
77	3	1016	a	618	4.14	7.21	10.00	41	0.979	1.168	1	42	1453	790
77	3	1057	s	730	4.57	8.00	10.20	35	53.816	1.490	1	29	1494	790
77	3	1116	g	737	3.88	6.32	10.00	40	3.350	1.030	0	11	1553	790
77	3	1156	o	611	4.35	7.21	8.49	39	7.689	1.204	1	38	1593	790
77	3	1195	n	562	4.51	8.00	12.00	41	1.014	1.170	1	34	1632	790
77	3	1236	e	625	4.45	7.21	12.00	34	11.942	1.150	1	42	1673	790
77	3	1296	f	607	4.51	7.21	12.81	33	1.231	1.160	1	13	1733	790
77	3	1329	r	533	4.51	8.00	10.20	36	15.521	1.335	1	32	1766	790
77	3	1365	o	593	4.28	7.21	8.94	39	7.463	1.204	1	38	1802	790
77	3	1404	m	831	4.41	8.00	11.31	47	2.258	1.165	1	12	1841	790
77	3	1478	2	679	3.98	6.32	10.77	38	0.944	0.877	0	3	1915	790
77	3	1516	0	657	4.37	7.21	10.00	38	1.000	1.000	0	12	1953	790
77	3	1554	,	290	5.59	10.00	14.42	25	32.222	2.126	1	16	1991	790
77	3	1579	0	665	4.38	7.21	10.00	39	1.013	1.000	0	12	2016	790
77	3	1618	0	649	4.31	7.21	10.00	39	0.988	1.000	0	12	2055	790
77	3	1657	0	672	4.31	7.21	10.00	40	1.023	1.000	0	12	2094	790
77	3	1723	n	585	4.46	8.00	12.00	40	1.056	1.170	1	34	2160	790
77	3	1763	e	652	4.46	7.21	11.31	35	12.458	1.150	1	42	2200	790
77	3	1798	w	736	4.68	8.00	12.81	45	368.000	2.675	1	9	2235	790
77	3	1868	s	733	4.64	8.00	11.31	34	54.037	1.490	1	29	2305	790
77	3	1902	i	445	4.21	7.21	10.00	35	16.138	1.256	1	40	2339	790
77	3	1937	g	782	4.00	6.32	10.00	40	3.555	1.030	0	11	2374	790
77	3	1977	n	575	4.41	8.00	11.66	44	1.038	1.170	1	34	2414	790
77	3	2021	-	367	6.31	12.00	12.65	39	1.032	1.091	0	2	2458	790
77	3	2060	u	661	4.50	8.00	10.20	43	1.486	1.292	1	12	2497	790
77	3	2103	p	733	4.21	7.21	10.00	40	1.380	1.189	1	11	2540	790
77	3	2143	s	786	4.81	8.00	12.00	36	57.945	1.490	1	29	2580	790
77	4	78	a	689	4.10	7.21	10.00	39	1.092	1.168	1	42	515	900
77	4	141	d	675	4.14	7.21	10.00	39	14.674	1.142	0	19	578	900
77	4	180	a	650	4.08	6.32	10.00	36	1.030	1.024	0	42	617	900
77	4	216	y	793	4.59	8.00	12.65	43	2.233	1.333	1	13	653	900
77	4	283	t	533	4.45	7.21	11.31	33	35.533	1.214	1	41	720	900
77	4	316	o	625	4.39	7.21	8.49	36	7.865	1.204	1	38	753	900
77	4	376	a	688	4.17	7.21	10.00	39	1.090	1.168	1	42	813	900
77	4	440	m	919	4.60	8.00	10.77	46	2.497	1.165	1	12	877	900
77	4	486	i	454	4.16	7.21	10.00	36	16.464	1.256	1	40	923	900
77	4	522	n	598	4.44	8.00	12.00	41	1.079	1.170	1	34	959	900
77	4	563	d	650	4.13	6.32	10.20	40	14.130	1.002	0	19	1000	900
77	4	603	-	344	5.94	10.00	12.00	41	0.968	0.909	0	2	1040	900
77	4	644	b	708	4.29	7.21	10.00	43	0.966	1.000	0	3	1081	900
77	4	687	e	671	4.53	7.21	12.00	38	12.821	1.150	1	42	1124	900
77	4	725	n	603	4.49	8.00	11.66	42	1.088	1.170	1	34	1162	900
77	4	767	d	628	4.11	6.32	11.31	42	13.652	1.002	0	19	1204	900
77	4	809	i	455	4.14	6.32	10.00	34	16.500	1.101	0	40	1246	900
77	4	843	n	576	4.41	8.00	11.66	40	1.039	1.170	1	34	1280	900
77	4	883	g	778	3.94	6.32	10.00	42	3.536	1.030	0	11	1320	900
77	4	950	1	557	4.52	8.00	10.00	32	0.771	0.889	0	2	1387	900
77	4	982	0	657	4.26	7.21	10.00	40	1.000	1.000	0	12	1419	900
77	4	1022	0	639	4.27	7.21	10.00	39	0.973	1.000	0	12	1459	900
77	4	1061	,	280	5.51	10.00	14.14	24	31.111	2.126	1	16	1498	900
77	4	1085	0	662	4.30	7.21	10.00	40	1.008	1.000	0	12	1522	900
77	4	1125	0	659	4.29	7.21	10.00	38	1.003	1.000	0	12	1562	900
77	4	1163	0	651	4.28	7.21	10.00	40	0.991	1.000	0	12	1600	900
77	4	1229	a	625	4.04	6.32	10.00	42	0.990	1.024	0	42	1666	900
77	4	1271	n	548	4.38	8.00	12.00	39	0.989	1.170	1	34	1708	900
77	4	1310	d	619	4.01	6.32	8.94	39	13.457	1.002	0	19	1747	900
77	4	1374	g	735	3.72	6.00	10.00	39	3.341	0.977	0	11	1811	900
77	4	1413	r	528	4.55	8.00	10.20	36	15.375	1.335	1	32	1850	900
77	4	1449	o	562	4.12	6.32	8.25	37	7.073	1.056	0	38	1886	900
77	4	1486	w	687	4.40	7.21	12.00	47	343.500	2.411	1	9	1923	900
77	4	1533	i	428	4.01	6.32	10.00	32	15.521	1.101	0	40	1970	900
77	4	1565	n	577	4.32	8.00	12.00	43	1.041	1.170	1	34	2002	900
77	4	1608	g	787	3.75	6.00	10.00	42	3.577	0.977	0	11	2045	900
77	4	1650	.	199	5.92	10.88	15.23	18	0.873	1.042	0	4	2087	900
77	4	1693	A	543	4.52	8.00	12.00	43	1.000	0.800	0	6	2130	900
77	4	1736	t	516	4.29	7.21	11.31	32	34.400	1.214	1	41	2173	900
77	4	1792	t	506	4.38	7.21	11.31	32	33.733	1.214	1	41	2229	900
77	4	1824	h	648	3.93	6.32	10.00	45	6.760	1.065	0	22	2261	900
77	4	1869	i	434	4.13	6.32	10.00	35	15.739	1.101	0	40	2306	900
77	4	1904	s	709	4.60	8.00	11.31	34	52.268	1.490	1	29	2341	900
77	4	1964	r	551	4.62	8.00	10.00	33	16.045	1.335	1	32	2401	900
77	4	1997	a	662	4.07	7.21	10.00	40	1.049	1.168	1	42	2434	900
77	4	2037	t	514	4.37	7.21	11.66	32	34.267	1.214	1	41	2474	900
77	4	2069	e	649	4.39	7.21	11.31	37	12.401	1.150	1	42	2506	900
77	4	2106	,	306	5.81	10.77	15.62	21	34.000	2.290	1	16	2543	900
77	4	2152	t	532	4.49	7.21	11.31	33	35.467	1.214	1	41	2589	900
77	4	2185	h	678	4.08	7.21	10.00	45	7.072	1.214	1	22	2622	900
77	4	2230	e	671	4.46	7.21	11.31	35	12.821	1.150	1	42	2667	900
77	5	1372	c	429	4.24	7.21	10.00	18	2.510	1.188	1	16	1809	1418
77	5	1390	o	25	3.01	4.00	4.47	6	0.315	0.668	0	38	1827	1418
77	5	1396	u	319	3.85	6.06	8.49	16	0.717	0.979	0	12	1833	1418
77	5	1412	n	282	4.08	6.32	8.94	20	0.509	0.925	0	34	1849	1418
77	5	1432	t	330	3.76	6.00	8.49	21	22.000	1.010	0	41	1869	1418
77	5	1453	r	9	2.54	4.00	4.00	6	0.262	0.667	0	32	1890	1418
77	5	1459	y	673	4.37	7.21	10.20	33	1.895	1.202	1	13	1896	1418
77	5	1779	T	612	3.75	6.00	10.00	41	1.000	0.600	0	6	2216	1418
77	5	1820	o	584	4.16	6.32	10.20	40	7.349	1.056	0	38	2257	1418
77	5	1860	x	618	3.90	6.32	8.49	40	1.984	1.519	1	2	2297	1418
77	5	1900	i	516	4.37	7.21	10.00	38	18.712	1.256	1	40	2337	1418
77	5	1938	c	611	3.91	6.00	10.00	38	3.574	0.988	0	16	2375	1418
77	5	2001	B	517	4.26	7.21	11.31	25	27.211	1.392	1	8	2438	1418
77	5	2026	i	151	3.70	6.00	8.25	16	5.476	1.045	0	40	2463	1418
77	5	2042	t	459	4.40	7.21	10.00	27	30.600	1.214	1	41	2479	1418
77	5	2069	c	281	3.95	6.00	8.00	20	1.644	0.988	0	16	2506	1418
77	5	2089	o	298	4.42	7.21	8.94	21	3.750	1.204	1	38	2526	1418
77	5	2110	i	307	4.42	7.53	10.00	18	11.133	1.311	1	40	2547	1418
77	5	2128	n	552	4.27	7.21	11.66	30	0.996	1.054	0	34	2565	1418
77	5	2553	w	606	4.67	8.00	10.00	34	303.000	2.675	1	9	2990	1418
77	5	2587	i	752	4.25	7.21	10.00	43	27.271	1.256	1	40	3024	1418
77	5	2630	t	555	4.66	8.00	12.81	30	37.000	1.347	1	41	3067	1418
77	5	2660	h	1277	4.73	8.00	11.66	61	13.321	1.347	1	22	3097	1418
77	5	2721	i	903	4.83	8.25	12.81	49	32.747	1.436	1	40	3158	1418
77	5	2770	n	603	4.65	8.25	14.00	35	1.088	1.206	1	34	3207	1418
77	5	2904	s	8	2.21	2.83	2.83	3	0.590	0.527	0	29	3341	1418
77	5	2907	i	10	2.33	2.83	2.83	3	0.363	0.493	0	40	3344	1418
77	5	2910	x	5	2.00	2.00	2.00	3	0.016	0.481	0	2	3347	1418
77	6	806	(	41	3.03	4.47	6.00	6	0.090	0.559	0	4	1243	1522
77	6	812	S	316	4.20	6.32	10.00	18	0.599	0.855	0	7	1249	1522
77	6	830	o	223	3.76	6.00	8.00	19	2.806	1.002	0	38	1267	1522
77	6	849	r	398	4.25	7.21	10.00	22	11.590	1.203	1	32	1286	1522
77	6	871	r	45	3.78	6.00	8.00	9	1.310	1.001	0	32	1308	1522
77	6	880	y	806	3.77	6.00	10.00	40	2.270	1.000	0	13	1317	1522
77	6	945	B	574	3.89	6.00	10.00	42	30.211	1.158	0	8	1382	1522
77	6	987	h	1130	4.31	7.21	10.00	70	11.787	1.214	1	22	1424	1522
77	6	1057	u	509	4.00	6.32	8.25	39	1.144	1.021	0	12	1494	1522
77	6	1096	t	819	4.49	7.21	10.00	41	54.600	1.214	1	41	1533	1522
77	6	1137	a	630	4.24	7.21	10.77	35	0.998	1.168	1	42	1574	1522
77	6	1172	n	528	4.36	7.21	10.00	39	0.953	1.054	0	34	1609	1522
77	6	1211	,	687	4.41	7.21	10.20	34	76.333	1.533	0	16	1648	1522
77	6	1270	y	793	3.75	6.00	8.49	38	2.233	1.000	0	13	1707	1522
77	6	1308	o	568	4.15	6.32	8.25	36	7.148	1.056	0	38	1745	1522
77	6	1344	u	482	4.16	6.32	11.31	31	1.084	1.021	0	12	1781	1522
77	6	1398	f	476	4.16	6.32	10.00	33	0.965	1.018	0	13	1835	1522
77	6	1431	e	614	3.82	6.00	10.00	44	11.732	0.956	0	42	1868	1522
77	6	1475	l	601	4.17	6.32	10.20	40	1.431	1.024	0	23	1912	1522
77	6	1515	l	950	4.21	7.21	10.00	66	2.262	1.168	1	23	1952	1522
77	6	1605	f	632	3.82	6.00	10.00	44	1.281	0.965	0	13	2042	1522
77	6	1649	o	1268	4.07	6.32	11.31	77	15.957	1.056	0	38	2086	1522
77	6	1726	r	1302	4.13	7.21	10.20	77	37.913	1.203	1	32	2163	1522
77	6	1827	t	540	4.41	7.21	10.00	37	36.000	1.214	1	41	2264	1522
77	6	1864	h	1175	4.14	7.21	10.20	68	12.257	1.214	1	22	2301	1522
77	6	1932	a	1361	4.16	6.32	11.31	75	2.157	1.024	0	42	2369	1522
77	6	2007	t	635	3.93	6.32	10.00	41	42.333	1.065	0	41	2444	1522
77	6	2072	s	255	4.03	6.32	8.25	14	18.799	1.178	0	29	2509	1522
77	6	2086	n	327	4.25	6.68	8.25	21	0.590	0.977	0	34	2523	1522
77	6	2107	a	604	4.28	7.21	11.31	36	0.957	1.168	1	42	2544	1522
77	6	2143	k	553	4.39	7.21	11.31	29	14.946	1.612	1	6	2580	1522
77	6	2172	e	83	4.14	7.21	8.25	9	1.586	1.150	1	42	2609	1522
77	6	2204	o	1330	4.24	7.21	10.20	79	16.737	1.204	1	38	2641	1522
77	6	2283	i	1019	4.27	7.21	10.00	73	36.953	1.256	1	40	2720	1522
77	6	2356	l	1523	4.08	6.32	11.66	84	3.626	1.024	0	23	2793	1522
77	9	820	B	691	4.16	7.21	10.77	37	36.368	1.392	1	8	1257	1630
77	9	857	i	748	5.68	10.00	12.81	37	27.126	1.741	1	40	1294	1630
77	9	894	g	2004	7.01	12.00	18.44	76	9.109	1.954	1	11	1331	1630
77	9	1406	g	638	3.90	6.00	8.25	42	2.900	0.977	0	11	1843	1630
77	9	1448	o	561	4.08	7.21	10.77	41	7.060	1.204	1	38	1885	1630
77	9	1489	t	593	3.75	6.00	10.00	37	39.533	1.010	0	41	1926	1630
77	9	1867	h	798	3.73	6.00	8.49	40	8.324	1.010	0	22	2304	1630
77	9	1907	e	562	4.12	6.32	8.49	36	10.738	1.008	0	42	2344	1630
77	9	1943	a	452	4.06	6.32	10.00	32	0.716	1.024	0	42	2380	1630
77	9	1975	d	590	4.21	7.21	11.66	42	12.826	1.142	0	19	2412	1630
77	9	2017	s	817	3.72	6.00	8.49	41	60.230	1.117	0	29	2454	1630
77	9	2082	r	1220	4.06	6.32	10.00	73	35.526	1.055	0	32	2519	1630
77	9	2155	i	734	4.50	8.00	12.00	48	26.618	1.393	1	40	2592	1630
77	9	2203	p	634	4.41	8.00	12.00	45	1.193	1.319	1	11	2640	1630
77	9	2248	p	701	3.95	6.00	10.00	47	1.320	0.990	0	11	2685	1630
77	9	2295	e	989	4.42	8.00	10.00	56	18.897	1.275	1	42	2732	1630
77	9	2351	d	658	4.50	8.00	10.00	47	14.304	1.267	1	19	2788	1630
77	9	2423	o	1161	4.41	7.21	12.17	67	14.611	1.204	1	38	2860	1630
77	9	2490	f	683	4.21	7.03	11.31	43	1.385	1.132	1	13	2927	1630
77	9	2533	f	575	4.57	8.00	10.00	38	1.166	1.287	1	13	2970	1630
77	9	2595	d	750	4.61	8.00	11.31	34	16.304	1.267	1	19	3032	1630
77	9	2629	u	475	4.10	6.32	10.00	34	1.068	1.021	0	12	3066	1630
77	9	2663	r	656	4.44	8.00	11.31	41	19.102	1.335	1	32	3100	1630
77	9	2704	i	555	4.22	7.21	10.00	39	20.127	1.256	1	40	3141	1630
77	9	2743	n	713	4.56	7.21	12.00	38	1.287	1.054	0	34	3180	1630
77	9	2781	g	220	6.15	11.35	15.62	20	1.000	1.848	1	11	3218	1630
77	9	3064	t	15	2.24	2.83	4.00	6	1.000	0.476	0	41	3501	1630
77	9	3070	h	23	3.02	4.47	6.32	8	0.240	0.753	0	22	3507	1630
77	9	3078	e	33	3.55	5.93	7.21	6	0.631	0.946	0	42	3515	1630
77	9	3130	B	19	2.96	4.47	5.66	4	1.000	0.863	0	8	3567	1630
77	9	3134	l	23	3.76	5.66	5.66	3	0.055	0.916	0	23	3571	1630
77	9	3137	o	90	3.17	4.59	5.66	5	1.133	0.766	0	38	3574	1630
77	9	3142	c	104	3.30	5.66	6.32	4	0.608	0.932	0	16	3579	1630
77	9	3146	k	37	2.92	4.47	6.32	4	1.000	1.000	0	6	3583	1630
77	11	810	P	761	4.31	8.00	11.31	39	1.007	1.052	0	2	1247	1732
77	11	849	a	658	4.00	6.32	8.94	43	1.043	1.024	0	42	1286	1732
77	11	892	r	527	4.37	7.21	10.00	37	15.346	1.203	1	32	1329	1732
77	11	929	t	506	4.19	6.32	11.31	36	33.733	1.065	0	41	1366	1732
77	11	965	i	443	4.12	7.03	10.00	29	16.065	1.225	1	40	1402	1732
77	11	994	c	500	3.91	6.00	8.25	37	2.925	0.988	0	16	1431	1732
77	11	1031	u	633	4.34	7.21	10.20	43	1.423	1.164	1	12	1468	1732
77	11	1074	l	536	4.34	7.21	10.00	36	1.276	1.168	1	23	1511	1732
77	11	1110	a	633	3.91	6.32	8.94	42	1.003	1.024	0	42	1547	1732
77	11	1152	r	518	4.42	7.21	10.00	35	15.084	1.203	1	32	1589	1732
77	11	1187	l	530	4.31	7.21	10.00	29	1.262	1.168	1	23	1624	1732
77	11	1216	y	738	4.43	8.00	11.66	43	2.078	1.333	1	13	1653	1732
77	11	1282	f	517	4.25	7.21	11.31	25	1.048	1.160	1	13	1719	1732
77	11	1307	o	619	4.00	6.00	8.25	40	7.790	1.002	0	38	1744	1732
77	11	1347	r	499	4.16	6.50	10.00	34	14.531	1.085	0	32	1784	1732
77	11	1946	h	638	3.71	6.00	8.49	45	6.655	1.010	0	22	2383	1732
77	11	1991	i	443	4.04	6.26	10.00	32	16.065	1.090	0	40	2428	1732
77	11	2023	s	683	4.36	7.21	10.20	35	50.351	1.343	1	29	2460	1732
77	11	2084	a	659	3.96	6.32	8.94	39	1.044	1.024	0	42	2521	1732
77	11	2123	r	542	4.42	8.00	10.00	39	15.783	1.335	1	32	2560	1732
77	11	2162	m	866	4.35	7.21	11.66	46	2.353	1.050	0	12	2599	1732
77	11	2208	y	761	4.56	8.00	12.17	42	2.143	1.333	1	13	2645	1732
77	11	2272	o	584	4.20	6.32	8.25	36	7.349	1.056	0	38	2709	1732
77	11	2308	f	621	4.21	6.32	11.31	37	1.259	1.018	0	13	2745	1732
77	13	797	(	485	4.52	8.00	10.00	18	1.066	1.000	0	4	1234	1940
77	13	815	a	655	3.97	6.32	8.94	42	1.038	1.024	0	42	1252	1940
77	13	857	n	627	4.35	7.53	11.31	43	1.131	1.100	0	34	1294	1940
77	13	900	d	625	3.88	6.19	10.00	39	13.587	0.981	0	19	1337	1940
77	13	962	P	750	4.22	7.21	10.00	41	0.993	0.948	0	2	1399	1940
77	13	1003	e	511	3.96	8.00	10.00	39	9.764	1.275	1	42	1440	1940
77	13	1042	t	492	4.08	6.32	10.00	36	32.800	1.065	0	41	1479	1940
77	13	1078	e	951	6.84	12.00	19.70	37	18.171	1.913	1	42	1515	1940
77	13	1115	r	511	4.30	7.21	10.00	37	14.880	1.203	1	32	1552	1940
77	13	1176	M	778	3.77	6.00	10.00	46	1.005	0.832	0	3	1613	1940
77	13	1222	c	485	3.88	6.00	8.25	39	2.837	0.988	0	16	1659	1940
77	13	1261	C	514	3.52	5.66	8.25	38	0.507	0.667	0	5	1698	1940
77	13	1299	o	554	4.10	6.32	8.00	39	6.972	1.056	0	38	1736	1940
77	13	1338	r	509	4.19	6.32	10.00	37	14.822	1.055	0	32	1775	1940
77	13	1375	m	1160	5.43	8.94	13.42	52	3.152	1.302	1	12	1812	1940
77	13	1427	a	604	3.75	6.00	8.49	41	0.957	0.972	0	42	1864	1940
77	13	1468	c	472	3.81	6.00	8.25	35	2.761	0.988	0	16	1905	1940
77	13	1503	k	773	4.27	7.21	10.00	40	20.892	1.612	1	6	1940	1940
77	13	1543	)	676	5.42	9.47	11.66	24	1.227	1.199	0	2	1980	1940
77	13	1591	f	484	4.01	6.32	10.00	25	0.981	1.018	0	13	2028	1940
77	13	1616	o	604	3.96	6.00	8.00	40	7.601	1.002	0	38	2053	1940
77	13	1656	r	516	4.21	6.32	10.00	35	15.026	1.055	0	32	2093	1940
77	13	1713	n	569	4.05	6.50	11.31	39	1.027	0.951	0	34	2150	1940
77	13	1752	o	540	4.01	6.00	8.00	36	6.796	1.002	0	38	2189	1940
77	13	1810	o	530	3.96	6.00	8.00	35	6.670	1.002	0	38	2247	1940
