page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
75	3	1214	a	632	3.58	5.66	8.00	44	1.113	0.978	0	81	1322	925
75	3	1258	l	524	3.86	6.00	8.49	37	1.284	1.010	0	43	1366	925
75	3	1325	C	514	3.26	4.47	7.21	40	1.018	0.883	0	2	1433	925
75	3	1365	r	524	4.00	6.32	10.00	41	1.191	1.038	0	53	1473	925
75	3	1406	i	426	3.70	6.00	8.49	37	1.145	1.001	0	100	1514	925
75	3	1443	s	695	4.19	7.21	10.20	39	1.185	1.141	0	75	1551	925
75	3	1482	i	419	3.66	6.00	8.49	36	1.126	1.001	0	100	1590	925
75	3	1518	s	692	4.17	7.21	10.77	39	1.180	1.141	0	75	1626	925
75	3	1586	o	548	3.72	6.00	8.00	38	1.138	1.016	0	81	1694	925
75	3	1624	f	582	3.87	6.00	11.31	40	1.111	1.000	0	15	1732	925
75	3	1692	2	667	3.54	5.66	8.94	44	1.000	1.000	0	1	1800	925
75	3	1736	0	657	3.84	6.32	8.94	43	1.009	1.000	0	2	1844	925
75	3	1779	0	645	3.80	6.32	8.49	45	0.991	1.000	0	2	1887	925
75	3	1824	8	799	3.88	6.32	10.00	45	1.000	1.000	0	1	1932	925
75	3	1869	.	203	5.95	11.31	15.62	24	1.138	1.204	1	21	1977	925
75	3	1924	I	467	3.66	6.00	10.00	33	1.000	1.000	0	3	2032	925
75	3	1957	t	485	3.72	6.00	10.00	35	1.119	1.000	0	107	2065	925
75	3	2019	c	501	3.70	6.00	8.00	38	1.152	1.045	0	42	2127	925
75	3	2057	a	655	3.61	6.00	8.25	43	1.154	1.037	0	81	2165	925
75	3	2100	u	645	4.04	6.00	10.00	48	1.167	0.998	0	27	2208	925
75	3	2148	s	690	4.19	7.21	10.77	41	1.177	1.141	0	75	2256	925
75	3	2189	e	619	3.94	6.06	10.77	41	1.161	1.009	0	117	2297	925
75	3	2230	d	610	3.59	6.00	10.00	45	1.129	1.047	0	30	2338	925
75	3	2304	i	432	3.68	6.00	10.00	32	1.161	1.001	0	100	2412	925
75	3	2336	t	479	3.92	6.00	11.31	32	1.105	1.000	0	107	2444	925
75	3	2368	.	197	5.96	11.31	15.62	22	1.105	1.204	1	21	2476	925
75	4	381	R	968	4.74	8.00	10.77	44	1.000	1.000	0	1	489	1094
75	4	425	e	541	3.87	7.21	10.00	42	1.014	1.200	1	117	533	1094
75	4	467	a	1249	5.82	10.00	14.14	50	2.200	1.729	1	81	575	1094
75	4	517	l	719	5.19	8.05	12.00	42	1.761	1.355	1	43	625	1094
75	4	559	l	988	5.86	10.00	14.00	47	2.421	1.684	1	43	667	1094
75	4	606	y	1754	7.02	12.17	19.80	59	3.223	1.883	1	24	714	1094
75	4	665	?	1554	7.43	12.65	20.00	54	1.000	1.000	0	1	773	1094
75	4	1058	Y	1482	6.35	11.31	16.49	58	1.228	1.062	0	2	1166	1094
75	4	1116	e	1463	7.03	12.00	18.97	47	2.743	1.997	1	117	1224	1094
75	4	1163	s	1427	6.54	11.31	14.56	47	2.433	1.790	1	75	1271	1094
75	4	1210	.	250	2.71	4.00	5.66	36	1.402	0.426	0	21	1318	1094
75	5	380	T	589	3.66	6.00	8.49	40	1.083	1.020	0	7	488	1259
75	5	420	h	568	3.48	5.66	8.49	45	1.008	0.982	0	58	528	1259
75	5	465	e	560	3.85	6.00	10.00	36	1.050	0.998	0	117	573	1259
75	5	529	m	747	3.95	6.32	10.00	47	1.100	1.030	0	22	637	1259
75	5	576	a	572	3.60	6.00	8.00	44	1.007	1.037	0	81	684	1259
75	5	620	r	454	3.93	6.32	8.49	36	1.032	1.038	0	53	728	1259
75	5	656	k	734	4.03	6.32	10.00	43	1.032	1.054	0	10	764	1259
75	5	699	e	538	3.75	6.00	10.00	37	1.009	0.998	0	117	807	1259
75	5	736	t	418	3.59	5.66	10.00	33	0.964	0.943	0	107	844	1259
75	5	769	s	587	3.91	6.32	10.00	35	1.001	1.001	0	75	877	1259
75	5	833	s	589	3.94	6.06	10.00	36	1.004	0.960	0	75	941	1259
75	5	869	e	525	3.70	6.00	10.00	38	0.984	0.998	0	117	977	1259
75	5	907	n	475	3.65	6.00	10.00	42	0.953	0.954	0	75	1015	1259
75	5	949	s	579	3.90	6.32	8.94	36	0.987	1.001	0	75	1057	1259
75	5	985	e	511	3.62	5.66	8.94	39	0.958	0.941	0	117	1093	1259
75	5	1024	d	517	3.41	5.66	8.49	41	0.957	0.987	0	30	1132	1259
75	5	1093	B	538	3.41	5.66	8.94	40	0.911	0.971	0	9	1201	1259
75	5	1133	i	362	3.57	6.00	8.49	32	0.973	1.001	0	100	1241	1259
75	5	1165	t	424	3.72	6.00	10.00	32	0.978	1.000	0	107	1273	1259
75	5	1197	c	409	3.41	5.66	7.21	36	0.940	0.985	0	42	1305	1259
75	5	1233	o	474	3.59	5.90	7.21	35	0.984	0.999	0	81	1341	1259
75	5	1268	i	343	3.49	6.00	8.00	35	0.922	1.001	0	100	1376	1259
75	5	1303	n	496	3.81	6.32	10.20	40	0.995	1.005	0	75	1411	1259
75	5	1369	w	591	3.86	6.32	11.31	44	0.969	0.987	0	15	1477	1259
75	5	1413	a	526	3.42	5.66	8.25	40	0.926	0.978	0	81	1521	1259
75	5	1453	s	576	3.87	6.00	10.00	36	0.982	0.949	0	75	1561	1259
75	5	1516	c	405	3.41	5.66	6.32	36	0.931	0.985	0	42	1624	1259
75	5	1552	o	465	3.56	5.66	8.00	39	0.966	0.958	0	81	1660	1259
75	5	1591	m	701	3.79	6.00	10.00	47	1.032	0.978	0	22	1699	1259
75	5	1638	i	354	3.50	6.00	8.00	36	0.952	1.001	0	100	1746	1259
75	5	1674	n	480	3.74	6.00	10.00	41	0.963	0.954	0	75	1782	1259
75	5	1715	g	526	3.31	5.66	8.00	42	0.772	1.053	0	22	1823	1259
75	5	1782	a	542	3.44	5.66	8.00	42	0.955	0.978	0	81	1890	1259
75	5	1824	n	486	3.71	6.32	10.20	40	0.975	1.005	0	75	1932	1259
75	5	1864	d	528	3.41	5.66	8.49	40	0.977	0.987	0	30	1972	1259
75	5	1931	s	576	3.94	6.00	10.00	36	0.982	0.949	0	75	2039	1259
75	5	1967	t	419	3.59	5.66	10.00	33	0.966	0.943	0	107	2075	1259
75	5	2000	a	534	3.38	5.66	7.21	42	0.941	0.978	0	81	2108	1259
75	5	2042	r	445	3.82	6.00	8.49	40	1.012	0.985	0	53	2150	1259
75	5	2082	t	418	3.63	5.76	10.00	35	0.964	0.960	0	107	2190	1259
75	5	2117	e	519	3.62	6.00	8.94	37	0.973	0.998	0	117	2225	1259
75	5	2154	d	518	3.34	5.66	8.25	42	0.959	0.987	0	30	2262	1259
75	5	2221	t	412	3.59	6.00	10.00	34	0.950	1.000	0	107	2329	1259
75	5	2255	o	476	3.59	5.66	7.21	35	0.988	0.958	0	81	2363	1259
75	5	2315	c	412	3.41	5.66	6.32	36	0.947	0.985	0	42	2423	1259
75	5	2351	r	445	3.93	6.32	8.94	36	1.012	1.038	0	53	2459	1259
75	5	2387	a	536	3.43	5.66	7.21	43	0.944	0.978	0	81	2495	1259
75	5	2430	s	593	4.00	6.32	10.00	36	1.011	1.001	0	75	2538	1259
75	5	2466	h	543	3.40	5.66	8.25	45	0.964	0.982	0	58	2574	1259
75	5	2511	.	173	5.68	10.00	14.00	22	0.970	1.064	0	21	2619	1259
75	6	380	M	688	3.52	6.00	10.00	47	1.000	1.000	0	5	488	1368
75	6	427	a	583	3.60	6.00	8.00	43	1.027	1.037	0	81	535	1368
75	6	470	r	466	4.06	6.32	8.94	36	1.060	1.038	0	53	578	1368
75	6	506	k	751	4.08	6.32	10.00	41	1.056	1.054	0	10	614	1368
75	6	547	e	550	3.77	6.00	10.00	38	1.031	0.998	0	117	655	1368
75	6	585	t	431	3.67	6.00	10.00	35	0.994	1.000	0	107	693	1368
75	6	620	s	591	3.95	6.32	10.00	36	1.008	1.001	0	75	728	1368
75	6	683	a	542	3.48	5.66	8.00	38	0.955	0.978	0	81	791	1368
75	6	721	r	443	3.81	6.00	8.49	38	1.007	0.985	0	53	829	1368
75	6	759	e	530	3.69	6.00	10.00	34	0.994	0.998	0	117	867	1368
75	6	819	l	448	3.68	6.00	8.00	35	1.098	1.010	0	43	927	1368
75	6	854	i	356	3.46	5.66	8.00	35	0.957	0.944	0	100	962	1368
75	6	889	k	698	3.96	6.00	8.49	41	0.981	1.000	0	10	997	1368
75	6	930	e	518	3.63	6.00	10.00	34	0.971	0.998	0	117	1038	1368
75	6	990	t	407	3.61	6.00	10.00	32	0.939	1.000	0	107	1098	1368
75	6	1022	h	523	3.30	5.66	8.00	44	0.928	0.982	0	58	1130	1368
75	6	1066	a	528	3.38	5.66	7.21	43	0.930	0.978	0	81	1174	1368
75	6	1109	t	396	3.49	5.66	10.00	32	0.913	0.943	0	107	1217	1368
75	6	1141	.	163	5.59	10.00	14.00	20	0.914	1.064	0	21	1249	1368
75	6	1188	T	971	5.13	8.25	12.81	42	1.786	1.402	1	7	1296	1368
75	6	1230	h	949	5.01	8.00	12.00	47	1.684	1.389	1	58	1338	1368
75	6	1277	e	890	6.25	10.77	18.00	39	1.669	1.792	1	117	1385	1368
75	6	1316	y	612	4.02	6.32	10.77	43	1.124	0.979	0	24	1424	1368
75	6	1386	d	890	4.90	8.25	12.00	41	1.647	1.438	1	30	1494	1368
75	6	1427	i	664	5.17	8.25	12.17	36	1.785	1.376	1	100	1535	1368
75	6	1463	s	575	3.93	6.00	10.00	36	0.980	0.949	0	75	1571	1368
75	6	1499	c	417	3.48	5.66	7.21	37	0.959	0.985	0	42	1607	1368
75	6	1536	o	467	3.57	6.00	7.21	40	0.970	1.016	0	81	1644	1368
75	6	1576	u	877	5.39	8.94	12.17	47	1.586	1.488	1	27	1684	1368
75	6	1623	n	491	3.74	6.00	10.20	42	0.985	0.954	0	75	1731	1368
75	6	1665	t	407	3.56	5.66	10.00	34	0.939	0.943	0	107	1773	1368
75	6	1727	s	565	3.83	6.00	10.00	35	0.963	0.949	0	75	1835	1368
75	6	1762	t	400	3.49	5.66	8.94	33	0.923	0.943	0	107	1870	1368
75	6	1795	u	877	5.46	10.00	12.65	49	1.586	1.663	1	27	1903	1368
75	6	1844	f	776	4.93	8.12	12.81	40	1.481	1.354	1	15	1952	1368
75	6	1884	f	776	4.99	8.25	12.81	39	1.481	1.374	1	15	1992	1368
75	6	1948	i	679	5.32	8.94	12.81	34	1.825	1.492	1	100	2056	1368
75	6	1982	n	507	3.80	6.32	10.77	38	1.017	1.005	0	75	2090	1368
75	6	2042	a	571	3.54	5.66	8.00	46	1.006	0.978	0	81	2150	1368
75	6	2088	d	913	5.01	8.25	12.81	42	1.689	1.438	1	30	2196	1368
75	6	2130	v	767	5.65	10.00	14.00	43	1.676	1.581	1	8	2238	1368
75	6	2173	a	551	3.43	5.66	8.00	39	0.970	0.978	0	81	2281	1368
75	6	2212	n	488	3.79	6.32	10.77	44	0.979	1.005	0	75	2320	1368
75	6	2256	c	438	3.56	5.66	6.32	38	1.007	0.985	0	42	2364	1368
75	6	2294	e	491	3.68	7.21	8.94	38	0.921	1.200	1	117	2402	1368
75	6	2332	.	288	7.02	13.42	18.00	24	1.615	1.428	1	21	2440	1368
75	6	2383	M	664	3.41	6.00	8.94	47	0.965	1.000	0	5	2491	1368
75	6	2430	a	581	3.57	6.00	8.25	44	1.023	1.037	0	81	2538	1368
75	6	2474	r	450	3.96	6.00	8.49	36	1.023	0.985	0	53	2582	1368
75	6	2510	k	726	4.04	6.32	10.00	42	1.020	1.054	0	10	2618	1368
75	6	2552	e	528	3.73	6.00	10.00	35	0.990	0.998	0	117	2660	1368
75	6	2587	t	428	3.74	6.00	10.00	35	0.987	1.000	0	107	2695	1368
75	6	2622	s	587	3.95	6.32	10.00	36	1.001	1.001	0	75	2730	1368
75	6	2685	a	557	3.49	5.66	7.21	39	0.981	0.978	0	81	2793	1368
75	6	2724	r	471	3.96	6.32	8.49	37	1.071	1.038	0	53	2832	1368
75	6	2761	e	277	3.87	6.00	8.94	18	0.519	0.998	0	117	2869	1368
75	7	377	t	457	3.86	6.00	10.77	34	1.054	1.000	0	107	485	1480
75	7	411	h	558	3.44	5.66	8.94	45	0.990	0.982	0	58	519	1480
75	7	456	e	560	3.88	6.00	10.00	35	1.050	0.998	0	117	564	1480
75	7	518	c	450	3.62	5.66	8.00	37	1.034	0.985	0	42	626	1480
75	7	555	e	540	3.75	6.00	10.00	37	1.012	0.998	0	117	663	1480
75	7	592	n	498	3.84	6.32	10.20	40	0.999	1.005	0	75	700	1480
75	7	632	t	428	3.67	6.00	10.00	34	0.987	1.000	0	107	740	1480
75	7	666	r	446	3.86	6.00	8.49	39	1.014	0.985	0	53	774	1480
75	7	705	a	541	3.42	5.66	7.21	40	0.953	0.978	0	81	813	1480
75	7	745	l	451	3.80	6.00	8.49	35	1.105	1.010	0	43	853	1480
75	7	806	n	502	3.87	6.32	10.77	41	1.007	1.005	0	75	914	1480
75	7	847	e	520	3.62	6.00	8.94	35	0.975	0.998	0	117	955	1480
75	7	882	r	432	3.76	6.00	8.49	39	0.982	0.985	0	53	990	1480
75	7	921	v	452	3.89	6.32	10.00	39	0.988	1.000	0	8	1029	1480
75	7	960	o	469	3.55	5.66	8.00	37	0.974	0.958	0	81	1068	1480
75	7	997	u	545	3.88	6.00	8.94	43	0.986	0.998	0	27	1105	1480
75	7	1040	s	571	3.85	6.00	8.94	36	0.974	0.949	0	75	1148	1480
75	7	1105	s	568	3.89	6.00	10.00	32	0.969	0.949	0	75	1213	1480
75	7	1137	y	609	3.95	6.32	11.31	41	1.119	0.979	0	24	1245	1480
75	7	1178	s	569	3.96	6.32	10.00	37	0.970	1.001	0	75	1286	1480
75	7	1215	t	402	3.54	5.66	10.00	36	0.927	0.943	0	107	1323	1480
75	7	1251	e	511	3.63	6.00	10.00	39	0.958	0.998	0	117	1359	1480
75	7	1290	m	694	3.77	6.00	8.94	46	1.022	0.978	0	22	1398	1480
75	7	1363	o	472	3.61	5.66	8.00	36	0.980	0.958	0	81	1471	1480
75	7	1399	f	503	3.67	6.00	10.00	34	0.960	1.000	0	15	1507	1480
75	7	1457	t	420	3.65	6.00	10.00	32	0.969	1.000	0	107	1565	1480
75	7	1489	h	525	3.31	5.66	8.00	44	0.932	0.982	0	58	1597	1480
75	7	1533	e	521	3.70	6.00	8.94	35	0.977	0.998	0	117	1641	1480
75	7	1594	g	669	3.25	5.66	8.00	39	0.982	1.053	0	22	1702	1480
75	7	1633	l	444	3.77	6.00	8.49	34	1.088	1.010	0	43	1741	1480
75	7	1667	o	469	3.61	6.00	7.21	34	0.974	1.016	0	81	1775	1480
75	7	1701	b	550	3.53	5.66	8.49	41	0.954	0.954	0	22	1809	1480
75	7	1742	a	536	3.42	5.66	7.21	42	0.944	0.978	0	81	1850	1480
75	7	1784	l	454	3.77	6.00	8.00	35	1.112	1.010	0	43	1892	1480
75	7	1845	e	537	3.71	6.00	8.94	35	1.007	0.998	0	117	1953	1480
75	7	1880	c	420	3.49	5.66	8.00	38	0.965	0.985	0	42	1988	1480
75	7	1918	o	480	3.65	6.00	8.00	38	0.997	1.016	0	81	2026	1480
75	7	1956	n	504	3.76	6.32	10.00	42	1.011	1.005	0	75	2064	1480
75	7	1998	o	474	3.60	5.66	7.21	38	0.984	0.958	0	81	2106	1480
75	7	2036	m	732	3.92	6.32	10.00	50	1.078	1.030	0	22	2144	1480
75	7	2086	y	604	4.02	6.32	11.31	38	1.110	0.979	0	24	2194	1480
75	7	2124	.	191	5.40	10.00	14.00	16	1.071	1.064	0	21	2232	1480
75	7	2167	T	1178	5.91	10.00	14.00	44	2.166	1.700	1	7	2275	1480
75	7	2211	h	1275	6.01	10.00	15.23	49	2.263	1.736	1	58	2319	1480
75	7	2260	e	566	4.44	8.49	12.00	39	1.061	1.412	1	117	2368	1480
75	7	2299	y	1176	6.43	11.31	16.12	47	2.161	1.751	1	24	2407	1480
75	7	2369	a	1043	5.86	10.00	14.56	44	1.837	1.729	1	81	2477	1480
75	7	2413	r	928	6.69	11.66	16.00	44	2.110	1.914	1	53	2521	1480
75	7	2457	e	584	4.23	8.00	11.31	38	1.095	1.331	1	117	2565	1480
75	7	2520	t	922	6.26	10.77	16.97	36	2.126	1.795	1	107	2628	1480
75	7	2556	h	1276	6.02	10.00	15.23	50	2.264	1.736	1	58	2664	1480
75	7	2606	e	592	4.16	8.00	11.66	38	1.110	1.331	1	117	2714	1480
75	8	676	n	1191	6.64	11.66	16.12	45	2.388	1.854	1	75	784	1586
75	8	721	e	583	4.45	8.49	12.00	40	1.093	1.412	1	117	829	1586
75	8	761	u	1134	6.62	11.66	15.62	47	2.051	1.940	1	27	869	1586
75	8	808	r	1012	6.45	11.66	16.00	45	2.301	1.914	1	53	916	1586
75	8	853	o	937	6.02	10.00	12.65	39	1.946	1.694	1	81	961	1586
75	8	892	s	1156	6.78	12.00	14.42	38	1.971	1.899	1	75	1000	1586
75	8	930	e	576	4.41	8.49	12.00	42	1.080	1.412	1	117	1038	1586
75	8	972	s	1137	6.40	10.77	14.14	39	1.939	1.704	1	75	1080	1586
75	8	1011	.	443	7.01	14.14	20.10	26	2.484	1.505	1	21	1119	1586
75	8	1061	T	525	3.43	5.66	8.00	42	0.965	0.961	0	7	1169	1586
75	8	1103	h	530	3.37	5.66	8.49	44	0.941	0.982	0	58	1211	1586
75	8	1147	e	531	3.72	6.00	10.00	33	0.996	0.998	0	117	1255	1586
75	8	1207	c	417	3.46	5.66	7.21	32	0.959	0.985	0	42	1315	1586
75	8	1239	y	603	3.95	6.32	11.31	41	1.108	0.979	0	24	1347	1586
75	8	1280	p	612	3.59	6.00	8.49	41	1.019	1.018	0	15	1388	1586
75	8	1321	h	550	3.44	5.66	8.49	46	0.976	0.982	0	58	1429	1586
75	8	1367	e	528	3.70	6.00	10.00	38	0.990	0.998	0	117	1475	1586
75	8	1405	r	445	3.81	6.00	8.49	39	1.012	0.985	0	53	1513	1586
75	8	1444	p	595	3.56	6.00	8.25	38	0.991	1.018	0	15	1552	1586
75	8	1482	u	528	3.79	6.00	8.25	47	0.955	0.998	0	27	1590	1586
75	8	1529	n	479	3.68	6.00	10.00	43	0.961	0.954	0	75	1637	1586
75	8	1572	k	698	3.96	6.00	8.94	43	0.981	1.000	0	10	1680	1586
75	8	1615	s	587	3.96	6.32	10.00	37	1.001	1.001	0	75	1723	1586
75	8	1678	w	567	3.83	6.32	11.31	45	0.930	0.987	0	15	1786	1586
75	8	1723	e	508	3.63	6.00	8.94	35	0.952	0.998	0	117	1831	1586
75	8	1758	r	434	3.82	6.00	8.49	39	0.987	0.985	0	53	1866	1586
75	8	1797	e	526	3.75	6.00	10.00	33	0.986	0.998	0	117	1905	1586
75	8	1856	p	588	3.46	5.66	8.25	37	0.979	0.960	0	15	1964	1586
75	8	1893	u	524	3.76	6.00	8.25	43	0.948	0.998	0	27	2001	1586
75	8	1936	b	544	3.50	5.66	8.49	39	0.944	0.954	0	22	2044	1586
75	8	1975	l	434	3.68	6.00	8.00	36	1.063	1.010	0	43	2083	1586
75	8	2011	i	357	3.51	6.00	8.00	33	0.960	1.001	0	100	2119	1586
75	8	2044	s	594	4.04	6.32	10.00	36	1.013	1.001	0	75	2152	1586
75	8	2080	h	539	3.39	5.66	8.49	44	0.957	0.982	0	58	2188	1586
75	8	2124	i	356	3.58	6.00	8.49	36	0.957	1.001	0	100	2232	1586
75	8	2160	n	469	3.69	6.00	10.00	40	0.941	0.954	0	75	2268	1586
75	8	2200	g	637	3.19	4.47	7.21	43	0.935	0.833	0	22	2308	1586
75	8	2266	t	407	3.51	5.66	8.94	33	0.939	0.943	0	107	2374	1586
75	8	2299	h	516	3.35	5.66	8.25	45	0.916	0.982	0	58	2407	1586
75	8	2344	e	530	3.69	6.00	10.00	36	0.994	0.998	0	117	2452	1586
75	8	2405	w	599	3.96	6.32	10.77	44	0.982	0.987	0	15	2513	1586
75	8	2449	h	531	3.34	5.66	8.25	44	0.942	0.982	0	58	2557	1586
75	8	2493	i	352	3.52	6.00	8.25	32	0.946	1.001	0	100	2601	1586
75	8	2525	t	416	3.59	6.00	10.00	32	0.959	1.000	0	107	2633	1586
75	8	2557	e	535	3.74	6.00	10.00	35	1.003	0.998	0	117	2665	1586
75	8	2617	p	605	3.59	6.00	8.25	38	1.008	1.018	0	15	2725	1586
75	8	2655	a	550	3.47	5.66	8.25	42	0.969	0.978	0	81	2763	1586
75	8	2697	p	593	3.57	6.00	8.49	37	0.988	1.018	0	15	2805	1586
75	8	2734	e	537	3.78	6.00	10.00	36	1.007	0.998	0	117	2842	1586
75	8	2770	r	42	2.63	4.00	4.47	9	0.095	0.656	0	53	2878	1586
75	9	378	a	574	3.55	5.66	8.00	39	1.011	0.978	0	81	486	1702
75	9	417	r	464	3.91	6.32	8.49	39	1.055	1.038	0	53	525	1702
75	9	456	o	495	3.68	6.00	8.00	36	1.028	1.016	0	81	564	1702
75	9	492	u	555	3.86	6.00	10.00	46	1.004	0.998	0	27	600	1702
75	9	538	n	497	3.80	6.32	10.00	42	0.997	1.005	0	75	646	1702
75	9	580	d	536	3.49	5.66	8.94	41	0.992	0.987	0	30	688	1702
75	9	646	t	434	3.74	6.00	10.00	33	1.001	1.000	0	107	754	1702
75	9	679	h	545	3.43	5.66	8.49	45	0.967	0.982	0	58	787	1702
75	9	724	a	574	3.54	5.66	8.25	43	1.011	0.978	0	81	832	1702
75	9	767	t	422	3.68	6.00	10.00	29	0.973	1.000	0	107	875	1702
75	9	819	t	434	3.70	6.00	10.00	33	1.001	1.000	0	107	927	1702
75	9	852	i	366	3.52	6.00	8.25	34	0.984	1.001	0	100	960	1702
75	9	886	m	740	3.95	6.32	10.00	47	1.089	1.030	0	22	994	1702
75	9	933	e	539	3.79	6.00	10.00	35	1.011	0.998	0	117	1041	1702
75	9	996	—	360	4.82	8.00	10.00	46	1.045	1.000	0	4	1104	1702
75	9	1069	a	560	3.54	5.66	8.00	41	0.986	0.978	0	81	1177	1702
75	9	1110	f	562	3.81	6.00	10.00	39	1.073	1.000	0	15	1218	1702
75	9	1149	t	394	3.59	5.66	8.49	30	0.909	0.943	0	107	1257	1702
75	9	1179	e	518	3.64	6.00	10.00	33	0.971	0.998	0	117	1287	1702
75	9	1212	r	448	3.81	6.00	8.49	37	1.019	0.985	0	53	1320	1702
75	9	1271	y	617	4.02	6.32	11.31	42	1.134	0.979	0	24	1379	1702
75	9	1313	e	527	3.69	6.00	8.94	36	0.988	0.998	0	117	1421	1702
75	9	1349	a	542	3.42	5.66	8.00	39	0.955	0.978	0	81	1457	1702
