page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
79	5	2290	v	1569	4.91	8.00	12.81	81	4.798	1.000	0	3	2662	3431
79	5	2371	e	1249	4.51	8.00	12.65	86	3.870	1.311	1	20	2743	3431
79	5	2457	n	1438	5.17	8.49	12.65	78	3.193	1.415	1	12	2829	3431
79	5	2562	w	714	4.82	8.00	12.81	35	1.583	1.333	1	3	2934	3431
79	5	2597	h	493	3.57	6.32	8.49	36	1.000	1.000	0	5	2969	3431
79	5	2633	i	660	4.52	7.21	10.20	35	1.688	1.213	1	12	3005	3431
79	5	2668	l	78	4.85	8.25	10.00	12	1.472	1.405	1	7	3040	3431
79	5	2680	e	679	5.48	10.00	12.81	37	2.104	1.639	1	20	3052	3431
79	6	1038	m	733	4.73	8.00	10.77	30	3.119	1.265	1	3	1410	3536
79	6	1068	a	81	4.83	8.25	10.00	11	0.461	1.501	1	10	1440	3536
79	6	1079	k	438	5.32	8.94	12.00	22	0.417	0.944	0	2	1451	3536
79	6	1101	e	398	5.22	8.32	12.81	25	1.233	1.364	1	20	1473	3536
79	6	1126	s	880	4.96	8.25	12.81	39	1.672	1.218	1	7	1498	3536
79	6	1190	i	955	5.04	8.25	12.65	48	2.442	1.387	1	12	1562	3536
79	6	1238	t	1482	4.84	8.00	14.14	75	3.126	1.127	0	14	1610	3536
79	6	1313	s	492	3.63	7.21	8.49	39	0.935	1.065	0	7	1685	3536
79	6	1379	5	797	4.72	8.00	11.31	43	1.000	1.000	0	1	1751	3536
79	6	1422	1	822	5.28	8.94	12.81	43	1.000	1.000	0	1	1794	3536
79	6	1465	%	872	4.89	8.00	12.65	42	1.000	1.000	0	1	1837	3536
79	6	1533	a	709	5.50	10.00	12.81	42	4.038	1.820	1	10	1905	3536
79	6	1575	t	1803	5.63	10.00	17.20	78	3.802	1.409	1	14	1947	3536
79	6	1653	t	671	5.07	8.00	11.31	42	1.415	1.127	0	14	2025	3536
79	6	1695	a	780	4.64	8.00	10.20	42	4.443	1.456	1	10	2067	3536
79	6	1737	c	690	5.08	8.25	11.31	42	1.533	1.397	1	7	2109	3536
79	6	1779	k	1665	5.59	10.00	16.49	73	1.583	1.056	0	2	2151	3536
79	6	1880	o	622	5.07	8.25	11.66	29	124.400	1.530	1	14	2252	3536
79	6	1909	n	658	5.05	8.25	12.81	34	1.461	1.376	1	12	2281	3536
79	6	1968	g	866	5.64	10.00	13.42	46	1.439	1.404	1	4	2340	3536
79	6	2020	o	609	5.07	8.05	12.00	28	121.800	1.493	1	14	2392	3536
79	6	2048	b	655	4.94	8.15	14.14	36	0.841	0.898	0	2	2420	3536
79	6	2084	a	551	5.23	8.49	12.65	26	3.138	1.545	1	10	2456	3536
79	6	2110	l	366	4.76	8.00	11.31	21	6.907	1.363	1	7	2482	3536
79	6	2157	e	930	5.00	8.25	12.81	41	2.882	1.352	1	20	2529	3536
79	6	2198	n	470	3.45	6.00	8.49	41	1.044	1.001	0	12	2570	3536
79	6	2239	e	690	4.68	8.00	12.17	35	2.138	1.311	1	20	2611	3536
79	6	2274	r	74	5.09	9.68	12.00	12	0.777	1.651	1	7	2646	3536
79	6	2286	g	650	4.88	8.25	10.77	35	1.080	1.158	0	4	2658	3536
79	6	2321	y	489	3.61	6.32	8.49	38	1.000	1.000	0	3	2693	3536
